P_si1_4-29	P_si1_4-30	P_si1_5-8	P_siNC_4-29	P_siNC_4-30	P_siNC_5-8
RP11-1260E13.1	1	1	0	1	0	2
RP11-1260E13.2	0	1	1	0	0	0
RP11-1260E13.3	2	1	1	2	3	1
AC108004.3	0	0	2	1	1	3
C17orf97	23	30	41	14	24	12
FAM101B	3142	3329	3518	2935	2188	2531
RP5-1029F21.3	1	4	1	0	0	2
VPS53	1104	1088	1046	729	694	622
RP5-1029F21.4	1	2	1	1	0	2
RP5-1029F21.2	5	2	2	1	0	0
FAM57A	1292	1118	1485	1462	1209	1490
GEMIN4	2315	1834	2181	2605	1953	2131
GLOD4	1602	1872	1773	1634	1620	1406
RP11-676J12.4	4	0	6	10	4	0
RNMTL1	674	593	706	773	598	590
RP11-676J12.8	13	12	18	22	15	14
NXN	5128	6159	4867	6093	6473	4627
RP11-676J12.6	4	0	1	0	0	1
RP11-676J12.7	11	4	13	12	7	22
TIMM22	801	774	771	932	836	815
ABR	6557	6469	7151	7116	6016	6240
AC016292.1	0	1	0	1	1	0
AC144836.1	2	4	7	2	4	3
BHLHA9	0	0	1	3	1	2
TUSC5	2	4	1	2	4	3
YWHAE	11947	14302	13831	12714	12445	11715
CRK	3166	2967	3147	3435	2715	2810
RP11-818O24.3	4	8	15	10	10	7
MYO1C	14576	12877	13925	15351	11414	11927
INPP5K	906	1002	830	743	708	654
PITPNA-AS1	34	23	27	30	24	28
PITPNA	2263	2423	2410	2186	2026	1950
SLC43A2	557	730	497	643	725	495
SCARF1	30	42	50	57	62	80
RILP	167	134	189	236	165	184
PRPF8	24495	24388	25068	23177	20125	19221
TLCD2	53	80	50	47	51	54
MIR22HG	500	446	585	551	419	568
WDR81	1786	1483	1807	1916	1410	1612
SERPINF2	24	15	5	22	23	11
SERPINF1	106	127	117	100	107	69
SMYD4	581	565	552	630	456	532
RPA1	5062	5354	4575	5787	4914	4168
RTN4RL1	33	53	15	67	87	30
CTD-2545H1.2	2	6	1	1	1	1
AC099684.1	2	2	4	0	0	3
DPH1	593	565	617	547	515	528
RP11-667K14.3	5	8	5	9	4	4
HIC1	29	11	14	15	16	17
SMG6	1065	1027	1046	1048	887	892
RP11-667K14.5	1	1	2	3	1	1
AC090617.1	0	0	0	2	0	0
AL450226.2	0	2	0	0	1	3
SRR	137	194	206	195	191	185
TSR1	3124	2611	3173	3188	2581	2989
SGSM2	1716	2003	1809	1653	1650	1479
RP1-59D14.5	42	35	41	28	37	31
MNT	623	720	671	577	602	626
METTL16	1806	1791	1790	1740	1529	1409
PAFAH1B1	3767	3841	3734	3497	2929	3093
RP11-74E22.6	3	2	0	2	4	2
CLUH	6547	5796	6447	6561	5301	5474
RP11-74E22.3	10	19	10	13	9	11
hsa-mir-1253	0	0	0	0	0	1
RAP1GAP2	1202	1488	1070	1446	1510	1106
CTD-3060P21.1	2	6	2	6	5	6
OR1D5	0	1	1	2	1	2
OR1D2	0	1	2	1	2	1
OR1G1	1	1	0	1	3	1
CTD-2309O5.3	1	3	0	1	1	3
OR1A2	0	1	0	3	0	0
OR1A1	0	4	0	1	0	1
OR3A2	1	0	2	1	2	1
OR3A1	1	0	1	0	4	2
OR1E1	0	2	1	3	0	1
OR3A3	3	1	0	0	4	1
OR1E2	1	1	0	0	1	0
SPATA22	3	7	3	0	8	5
ASPA	8	5	3	6	13	7
TRPV3	40	41	33	46	48	45
SHPK	526	440	490	550	451	476
TRPV1	9	5	5	10	9	9
CTNS	738	591	767	775	522	673
RP11-235E17.6	40	35	30	33	28	30
TAX1BP3	20	30	20	26	18	20
P2RX5-TAX1BP3	7	10	10	10	11	11
EMC6	48	30	45	26	29	22
P2RX5	220	188	291	282	248	223
ITGAE	373	449	397	485	469	411
CTD-3195I5.3	10	13	10	10	8	9
GSG2	442	400	509	513	403	449
CTD-3195I5.4	1	3	0	1	0	0
CTD-3195I5.5	8	8	10	6	13	13
CTD-3195I5.1	221	215	199	190	209	171
C17orf85	1038	1022	1077	917	776	834
CAMKK1	654	571	783	617	588	563
P2RX1	4	11	9	3	11	8
ATP2A3	479	569	531	554	711	533
RP11-459C13.1	0	2	1	1	1	2
ZZEF1	3302	3102	3068	2851	2414	2333
CYB5D2	292	324	290	298	256	258
ANKFY1	1431	1314	1645	2925	2374	2529
UBE2G1	2871	3192	2728	2591	2388	2298
SPNS3	9	10	10	13	8	14
RP13-580F15.2	1	1	6	1	0	7
AC118754.4	4	2	13	6	3	7
SPNS2	1424	515	2751	1087	451	1909
MYBBP1A	4567	4115	4364	5130	4475	4250
GGT6	2	3	1	4	3	1
RP11-141J13.3	2	1	2	1	0	2
SMTNL2	3	3	2	5	6	8
RP11-141J13.5	1	0	1	4	2	2
ALOX15	6	4	5	9	4	8
PELP1	2859	2494	2816	3199	2641	2488
AC091153.4	0	2	0	0	1	0
RP11-314A20.2	6	8	4	6	4	4
ARRB2	899	1004	874	937	1004	846
MED11	171	143	193	85	106	56
RP11-314A20.5	0	0	0	0	1	0
CXCL16	157	181	178	264	299	213
ZMYND15	5	9	7	12	10	9
TM4SF5	1	0	1	3	1	2
VMO1	13	7	3	11	13	7
GLTPD2	28	21	25	17	33	17
PSMB6	3559	3265	3712	3745	2957	3274
RP11-81A22.5	10	23	8	6	23	5
PLD2	689	903	670	666	761	587
MINK1	3641	3533	3440	3359	2936	2851
CHRNE	5	4	3	4	7	5
C17orf107	12	16	10	20	13	20
GP1BA	32	54	65	68	79	68
SLC25A11	1766	1796	1595	1826	1821	1524
RNF167	2471	2614	2003	2551	2430	1937
PFN1	14892	13739	14165	16595	14175	13575
ENO3	300	436	410	416	440	448
SPAG7	842	919	823	941	930	784
CAMTA2	875	819	856	749	613	674
RP5-1050D4.2	3	1	0	3	1	3
RP5-1050D4.4	4	5	3	4	3	2
RP5-1050D4.5	16	9	15	10	12	12
INCA1	69	99	66	66	68	59
KIF1C	4386	3966	4147	2217	1959	1820
AC109333.10	8	4	2	6	5	4
SLC52A1	24	38	18	22	36	21
RP11-46I8.3	0	0	0	0	1	0
ZFP3	3	0	3	3	6	6
ZNF232	333	341	457	269	303	247
USP6	30	17	24	28	27	33
ZNF594	164	199	215	157	147	121
RP11-333E1.1	16	31	25	23	19	14
SCIMP	8	16	7	6	10	10
RP11-333E1.2	0	0	0	1	1	1
RABEP1	1455	1803	1605	1409	1487	1292
NUP88	1638	1632	1848	1672	1217	1454
RP11-420A6.2	1	4	1	0	1	3
RPAIN	784	898	768	782	767	747
CTC-524C5.2	77	75	72	74	74	59
C1QBP	6072	5707	6267	6348	4738	5364
DHX33	2307	2152	2437	2548	2210	2014
CTC-524C5.5	2	0	1	0	3	0
DERL2	670	845	856	887	858	776
MIS12	337	394	386	387	337	344
NLRP1	12	26	38	16	44	56
WSCD1	235	223	572	279	259	579
AIPL1	2	6	3	1	3	6
FAM64A	1571	1279	1475	1619	1314	1348
PITPNM3	68	65	69	54	54	64
KIAA0753	737	760	820	610	571	562
TXNDC17	1331	1476	1428	1468	1347	1310
MED31	135	128	120	116	120	104
C17orf100	82	97	47	61	65	52
CTC-281F24.1	3	5	3	3	3	4
SLC13A5	13	8	8	7	18	15
XAF1	7	12	9	14	30	10
FBXO39	4	6	0	1	5	12
TEKT1	4	5	2	3	5	8
AC027763.2	67	73	62	77	67	76
RP11-530N7.3	1	2	2	3	2	2
RP11-589P10.5	13	10	13	25	23	17
ALOX12	93	91	98	108	100	77
RNASEK	51	66	77	69	48	61
RNASEK-C17orf49	0	0	0	0	0	2
C17orf49	24	29	22	20	28	24
MIR497HG	1	2	1	5	0	2
BCL6B	7	5	7	4	8	9
SLC16A13	418	480	460	493	424	455
SLC16A11	11	9	15	17	10	7
CLEC10A	3	3	5	0	4	5
ASGR2	2	6	5	6	7	16
ASGR1	35	28	30	28	32	44
DLG4	1398	1543	1524	1157	1313	1242
ACADVL	6436	6877	7072	6290	5939	6100
DVL2	1811	2043	1707	1660	1602	1247
PHF23	1671	1612	1678	1872	1570	1338
GABARAP	170	224	214	157	178	166
CTDNEP1	2156	2280	2328	2222	1700	1662
ELP5	1078	1082	1169	1140	925	1024
CLDN7	385	709	538	412	561	471
SLC2A4	17	32	11	13	32	16
RP1-4G17.2	1	0	0	0	0	0
YBX2	952	1382	1151	928	1192	983
EIF5A	16016	12949	15327	16119	11698	12680
GPS2	161	148	145	144	115	127
RP11-542C16.2	0	0	0	0	2	0
NEURL4	1597	1501	1455	1285	1220	1204
ACAP1	31	52	49	34	37	36
KCTD11	321	392	383	334	330	384
TMEM95	0	2	2	1	2	4
TNK1	237	290	352	308	314	312
TMEM256-PLSCR3	11	15	8	10	6	6
TMEM256	49	86	58	40	66	32
NLGN2	1225	1990	1172	1361	2009	1183
SPEM1	4	4	1	4	1	2
C17orf74	1	3	2	1	2	5
TMEM102	341	454	393	375	385	347
FGF11	151	304	241	175	278	280
CHRNB1	491	530	493	438	515	419
ZBTB4	2050	2140	2232	1543	1551	1518
SLC35G6	11	4	7	5	4	8
POLR2A	12685	9833	12462	13478	11379	11376
TNFSF12	123	141	121	143	176	157
TNFSF13	31	46	30	32	26	33
SENP3	2816	2587	2926	3277	2542	2722
EIF4A1	24141	19753	23681	19655	15272	17343
CD68	1188	767	1477	1152	710	1239
AC113189.5	58	66	50	66	41	41
MPDU1	1201	942	1112	1209	841	915
SOX15	44	25	46	45	24	51
FXR2	2206	2107	2152	1825	1485	1398
AC007421.1	0	1	1	4	0	0
SHBG	15	12	14	14	5	7
SAT2	569	760	618	601	605	559
ATP1B2	8	4	8	8	14	2
TP53	2426	2633	2180	2421	2202	1831
WRAP53	1342	1303	1334	1401	1081	1167
EFNB3	32	79	35	46	91	36
DNAH2	33	28	26	25	49	37
KDM6B	896	1044	961	630	671	631
TMEM88	9	10	13	4	9	7
LSMD1	658	575	634	651	538	602
CYB5D1	535	585	524	458	488	426
CHD3	3993	4472	3551	3546	3786	2779
AC025335.1	77	91	68	72	80	79
KCNAB3	86	101	99	67	72	116
TRAPPC1	1726	1736	1723	1583	1449	1391
CNTROB	2653	2497	2461	2396	2104	2224
GUCY2D	3	4	8	4	5	12
ALOX15B	5	5	1	2	5	8
RP11-599B13.3	1	0	3	2	2	0
ALOX12B	6	13	6	9	12	12
AC129492.6	0	1	4	3	4	5
ALOXE3	138	55	246	151	101	291
HES7	460	599	569	589	709	616
PER1	952	887	810	953	882	719
VAMP2	453	632	513	556	696	559
TMEM107	269	347	252	210	207	163
RP11-599B13.7	3	0	2	1	4	1
C17orf59	486	556	467	454	453	378
AURKB	1739	1651	1835	1749	1579	1717
LINC00324	6	10	10	8	8	6
RP11-849F2.8	11	9	12	23	20	15
CTC1	986	970	960	1043	924	869
PFAS	3471	3164	3471	3395	2782	2950
RP11-849F2.9	8	4	6	4	4	6
SLC25A35	272	446	240	346	428	240
RANGRF	25	25	37	29	35	35
ARHGEF15	6	1	1	3	8	4
AC135178.7	1	0	0	0	0	1
RP11-849F2.4	1	1	0	1	0	0
ODF4	0	1	0	0	2	2
AC135178.1	11	22	4	8	8	8
RP11-849F2.5	22	20	31	17	20	27
KRBA2	10	10	10	12	13	8
RP11-849F2.7	1	3	2	6	1	1
RPL26	277	343	330	381	371	327
RNF222	2	2	5	3	5	1
NDEL1	1250	1395	1264	1322	1155	1070
MYH10	1527	2113	1378	1588	1682	1099
CCDC42	2	5	0	1	3	0
SPDYE4	2	3	1	1	2	3
MFSD6L	0	2	2	1	1	3
PIK3R6	4	7	0	5	9	8
PIK3R5	9	12	12	5	9	16
CTB-41I6.1	1	0	0	0	3	1
CTB-41I6.2	1	0	3	1	0	4
NTN1	223	210	80	161	129	51
RP11-85B7.2	3	6	2	1	2	4
STX8	404	528	456	461	465	404
RP11-85B7.4	0	1	0	0	0	2
AC087501.1	4	2	3	4	8	4
RP11-565F19.4	1	1	0	0	0	0
RP11-565F19.3	0	1	1	1	1	3
WDR16	10	9	5	7	12	6
RP11-55L4.2	0	1	0	0	0	0
USP43	321	288	238	264	242	248
RP11-55L4.1	0	1	1	1	0	0
DHRS7C	1	1	1	4	0	3
RP11-477N12.3	0	1	2	1	0	6
GLP2R	14	13	11	9	21	11
RCVRN	3	0	2	2	4	3
GAS7	14	13	10	15	13	18
AC000003.2	2	0	0	1	0	0
RP11-401O9.4	1	1	1	1	1	3
MYH13	14	6	15	11	16	20
RP11-401O9.3	0	1	0	0	1	0
CTC-297N7.11	1	3	2	1	1	1
MYH8	15	12	6	9	8	11
MYH4	12	8	8	6	10	9
MYH1	11	11	8	16	18	15
MYH2	11	3	5	4	14	19
CTC-297N7.7	1	1	0	0	1	2
MYH3	46	78	66	75	56	101
CTC-297N7.1	2	1	2	1	0	1
CTC-297N7.8	151	170	169	146	121	122
SCO1	945	924	996	965	797	846
CTC-297N7.10	0	1	2	0	0	1
ADPRM	74	76	88	65	69	60
TMEM220	47	56	54	59	66	52
CTC-297N7.5	6	6	4	8	7	6
CTC-297N7.9	2	2	2	0	2	0
RP11-963H4.5	0	0	0	1	1	0
LINC00675	1	3	0	2	2	1
PIRT	3	4	4	1	5	8
RP11-963H4.3	1	1	1	0	2	2
SHISA6	6	6	3	8	4	5
RP11-680C21.1	1	1	1	0	1	2
DNAH9	29	31	27	21	38	49
RP11-628O18.1	1	1	0	0	0	1
RP11-1096G20.5	1	2	2	1	0	2
ZNF18	223	293	206	168	179	159
MAP2K4	550	649	646	824	736	769
RP11-471L13.2	0	3	0	1	2	1
LINC00670	4	3	4	1	5	4
MYOCD	9	2	2	4	10	5
AC005358.3	1	0	1	1	3	3
RP11-1090M7.1	1	2	2	3	2	4
ARHGAP44	63	87	66	104	143	88
ELAC2	3476	2929	3231	3550	2724	2722
RP11-488L1.1	0	1	1	0	0	0
AC003664.1	0	0	1	1	2	1
HS3ST3A1	2	1	0	0	4	2
RP11-131K5.2	3	0	3	2	1	1
AC005304.1	0	1	0	0	1	1
RP11-131K5.1	1	1	0	0	0	0
COX10	535	499	573	647	460	526
AC005224.2	11	14	12	9	9	12
CDRT15	7	2	7	10	2	2
RP11-214O1.1	3	1	1	1	0	2
HS3ST3B1	3	7	11	4	7	3
RP11-214O1.2	2	2	0	1	1	1
RP11-214O1.3	0	0	1	0	3	3
AC022816.2	1	2	1	1	2	1
AC013248.2	1	0	1	0	0	0
AC005863.1	0	3	1	4	0	4
AC005863.2	5	1	2	1	2	4
AC005772.2	1	1	1	0	0	3
CDRT7	1	0	2	1	1	2
CDRT8	0	0	1	1	0	0
PMP22	184	205	135	297	266	208
RP11-849N15.1	0	0	1	2	2	1
AC005703.3	1	1	0	1	2	2
AC005703.2	0	0	0	1	2	1
TEKT3	3	5	4	3	5	2
RP11-849N15.4	2	1	1	0	0	2
CDRT4	6	3	2	6	10	6
TVP23C	61	68	52	63	53	47
RP11-385D13.3	1	2	1	2	2	0
CDRT1	7	4	9	8	4	1
RP11-385D13.1	1	0	4	4	2	4
TRIM16	443	367	475	625	450	459
RP11-640I15.1	1	1	0	1	1	0
ZNF286A	453	480	500	453	412	432
TBC1D26	7	4	3	1	2	7
AC005324.6	3	0	0	1	2	0
AC005324.7	1	1	0	0	0	2
CTD-3157E16.1	65	66	67	49	60	45
AC015922.6	2	3	1	1	0	0
ADORA2B	2541	1961	2612	3171	1924	2643
ZSWIM7	176	186	209	198	203	196
TTC19	1117	1282	1375	1325	1149	1153
NCOR1	4374	4641	4697	4504	4160	4022
AC002553.1	1	2	2	0	2	1
PIGL	228	245	243	230	187	197
CENPV	627	763	800	725	689	549
UBB	8252	9087	7766	10265	8639	7995
RP11-138I1.2	2	0	2	0	3	2
TRPV2	381	403	435	516	507	482
RP11-138I1.3	22	24	20	19	24	6
FAM211A	978	1226	1128	1031	1051	1044
ZNF287	151	229	213	264	238	221
ZNF624	99	128	135	53	67	74
RP11-92B11.4	0	1	0	1	0	2
CCDC144A	8	8	8	11	15	10
RP11-92B11.3	1	1	0	1	1	0
RP11-219A15.2	1	1	1	1	0	2
TNFRSF13B	5	7	2	4	6	5
AC104024.1	2	2	1	2	3	2
AC104024.2	2	0	0	1	4	1
RP11-416I2.1	5	1	7	5	9	5
MPRIP	8602	7359	9377	9530	7218	8599
MPRIP-AS1	1	0	2	0	3	4
RP11-45M22.3	29	19	15	23	13	15
PLD6	75	64	99	89	86	106
RP11-45M22.4	5	6	7	1	9	2
FLCN	835	825	934	996	767	830
RP11-45M22.5	1	0	3	0	2	1
COPS3	1936	1930	1982	1775	1647	1633
NT5M	38	62	56	55	75	70
MED9	439	427	460	513	413	370
RASD1	55	80	68	123	159	103
PEMT	532	472	570	534	430	494
RP11-524F11.1	29	28	18	16	16	15
RP11-524F11.2	0	0	2	0	0	1
SMCR2	5	1	3	2	4	4
RAI1	3883	3816	3947	3775	3417	3419
RAI1-AS1	4	3	1	3	5	4
SMCR5	3	1	3	5	8	8
SREBF1	3850	7706	4548	3512	5597	3317
TOM1L2	2342	2422	1786	2091	2090	1413
LRRC48	160	161	145	115	129	108
ATPAF2	376	409	445	395	425	387
GID4	443	529	439	460	452	380
DRG2	1299	1362	1378	1430	1257	1319
MYO15A	24	23	29	18	43	31
RP11-258F1.1	2	3	2	2	4	2
ALKBH5	2560	2611	2475	2668	2448	2248
LLGL1	1540	1616	1599	1600	1412	1316
FLII	5577	5016	5697	5368	3842	4555
MIEF2	322	354	295	357	320	282
RP1-178F10.1	3	2	5	1	6	3
TOP3A	1450	1223	1403	1598	1167	1322
SMCR8	1304	1050	1318	1105	934	911
RP1-178F10.3	750	671	735	635	471	598
SHMT1	721	862	732	804	734	610
EVPLL	0	1	1	0	2	0
RP1-37N7.1	1	2	3	0	2	4
RP1-37N7.3	5	2	9	2	12	7
LGALS9C	3	3	7	1	6	7
FAM106A	4	2	1	3	3	2
TBC1D28	8	4	4	2	10	9
ZNF286B	85	69	94	89	63	78
TRIM16L	203	227	241	267	228	241
FBXW10	9	6	8	7	8	5
TVP23B	840	850	742	589	468	437
CTD-2145A24.3	3	2	5	3	0	5
PRPSAP2	484	644	580	543	557	483
CTD-2145A24.4	1	0	1	0	1	1
SLC5A10	6	6	4	7	8	11
AC090286.4	2	0	1	1	2	5
FAM83G	1319	1104	1600	1509	1110	1536
GRAP	1	2	1	1	1	3
SNORD3B-1	0	1	0	0	0	0
SNORD3B-2	3	4	2	1	3	3
RP11-160E2.19	0	0	0	0	0	1
AC007952.5	6	13	7	7	1	10
SNORD3D	7	8	9	15	7	6
GRAPL	1	1	0	2	0	1
CTC-457L16.2	0	5	2	3	7	5
AC007952.6	0	0	0	1	2	1
RP11-160E2.11	1	2	0	0	0	1
AC007952.4	0	1	0	0	0	0
SNORD3A	8	6	6	11	10	14
SNORD3C	1	0	0	0	0	0
EPN2	1487	1440	1397	1598	1300	1305
EPN2-AS1	13	9	7	11	12	17
B9D1	340	402	342	312	340	303
MAPK7	746	674	675	781	679	619
MFAP4	11	12	7	9	6	8
RNF112	3	3	6	4	8	9
AC004448.2	1	0	1	1	1	3
AC004448.5	5	2	1	3	10	3
CTB-187M2.1	0	0	0	1	1	1
CTB-187M2.3	1	0	1	0	3	1
SLC47A1	262	325	294	364	395	336
RP11-1113L8.1	6	1	1	1	8	3
ALDH3A2	1108	1284	1198	1395	1369	1186
SLC47A2	11	12	9	10	10	10
RP11-311F12.1	4	2	3	3	3	2
RP11-311F12.2	0	1	0	0	1	0
ALDH3A1	13	6	4	18	20	9
ULK2	730	822	822	705	690	679
RP11-78O7.2	4	4	2	3	0	5
AKAP10	701	750	803	790	661	659
RP11-209D14.2	19	25	14	19	18	11
SPECC1	1204	1130	1198	1222	1000	960
AC004702.2	0	0	0	0	1	1
RP11-434D2.2	0	0	0	1	2	2
LGALS9B	1	3	2	0	2	5
RP11-434D2.7	1	0	0	0	0	0
AC008088.4	7	10	6	6	6	3
RP11-434D2.3	3	1	1	5	3	1
RP11-434D2.12	1	0	1	1	2	1
CDRT15L2	1	1	2	1	3	2
AC087499.10	2	1	2	2	1	4
RP11-283C24.1	2	0	2	1	0	0
CCDC144NL	2	6	1	5	6	9
RP11-344E13.4	0	0	0	1	0	0
RP11-344E13.3	10	7	9	10	14	12
RP11-381P6.1	1	3	1	2	4	4
USP22	5753	4986	5576	6294	5073	5266
AC087393.1	2	0	3	0	2	0
DHRS7B	318	324	368	379	317	338
TMEM11	872	676	865	1010	769	839
AC087294.2	11	10	7	4	10	7
C17orf103	154	235	129	215	284	173
MAP2K3	2617	1722	2714	3016	2070	2667
KCNJ12	122	97	122	150	120	150
RP11-728E14.3	4	3	0	3	2	1
RP11-822E23.7	1	1	1	1	1	1
C17orf51	606	471	619	752	580	718
RP11-822E23.2	1	1	2	2	2	1
UBBP4	2	2	1	9	5	4
RP11-1109M24.16	3	3	4	2	0	1
RP11-1109M24.5	3	1	3	1	1	4
FAM27L	0	0	1	1	1	1
RP11-744K17.9	7	1	2	1	6	4
RP11-744K17.1	0	1	4	5	5	2
RP11-744K17.2	3	1	3	1	4	1
MTRNR2L1	1	0	0	1	1	2
RP11-846F4.12	0	0	1	1	0	0
RP11-285M22.3	0	2	0	1	0	0
RP11-285M22.1	0	1	0	1	1	0
RP11-260A9.6	1	1	3	4	1	1
RP11-663N22.1	1	1	0	1	1	1
WSB1	1097	1679	1384	1021	1179	1072
RP11-173M1.8	17	14	24	24	17	23
RP11-173M1.4	1	3	3	1	2	2
KSR1	550	459	541	627	431	441
LGALS9	13	9	14	18	14	14
RP11-19P22.5	2	5	1	1	0	4
NOS2	7	11	11	8	11	17
RP1-66C13.4	0	0	0	1	0	0
RP11-138P22.1	0	1	0	1	3	0
LYRM9	7	11	12	9	24	17
RP11-218F4.1	3	2	1	1	2	4
NLK	411	403	369	414	385	327
CTD-2008P7.10	0	0	0	0	1	3
CTD-2008P7.9	3	1	3	2	4	4
CTD-2008P7.8	1	1	0	1	3	1
CTD-2008P7.3	0	2	0	1	1	1
CTD-2008P7.1	2	1	3	3	1	1
TMEM97	548	578	556	747	751	648
IFT20	166	205	180	194	195	209
TNFAIP1	1398	1303	1312	1221	1162	1120
POLDIP2	3647	3378	3533	3579	2867	3057
TMEM199	553	506	527	571	476	514
VTN	6	14	1	9	7	9
SARM1	62	70	47	80	112	70
SLC46A1	129	116	143	154	135	138
CTD-2350C19.1	6	8	11	18	14	10
RP11-192H23.4	145	153	178	131	111	161
SLC13A2	4	2	7	4	8	10
FOXN1	4	1	6	4	7	4
UNC119	643	772	668	655	738	698
PIGS	1859	1705	1791	1931	1610	1661
ALDOC	86	351	254	97	386	261
SPAG5	3328	3287	3410	3377	2772	2734
SGK494	54	43	49	30	52	45
KIAA0100	5885	5774	5294	5412	4697	4316
RP11-192H23.7	5	3	1	3	1	2
SDF2	968	967	929	945	886	840
SUPT6H	5837	5127	5581	5874	4813	4838
AC010761.13	16	12	15	13	12	13
PROCA1	70	55	56	64	70	53
RAB34	2533	2282	2478	2373	1856	2068
RPL23A	3244	4472	4716	4170	3529	3636
AC010761.8	52	62	78	39	63	78
TLCD1	192	203	162	238	214	162
NEK8	105	95	115	98	93	85
AC010761.14	0	1	2	1	2	1
AC010761.6	0	0	0	1	0	0
TRAF4	1102	1076	1153	1193	1055	1035
AC010761.9	0	0	5	0	0	4
FAM222B	1139	1121	1151	1234	1016	1129
ERAL1	1308	1293	1421	1281	1179	1209
MIR451B	1	1	0	0	4	2
FLOT2	1510	1866	1753	1572	1579	1504
RP11-20B24.7	5	6	7	6	5	8
RP11-20B24.4	0	0	0	2	0	0
DHRS13	60	61	70	69	60	70
PHF12	1608	1557	1447	1164	1120	974
RP11-20B24.5	5	4	2	4	1	5
RP11-20B24.6	2	2	0	4	2	3
PIPOX	4	9	8	6	16	13
SEZ6	7	8	13	9	10	5
RP11-321A17.5	0	2	0	0	1	2
MYO18A	1092	1176	992	653	660	497
TIAF1	50	44	32	32	35	28
RP11-321A17.4	2	1	0	1	1	1
CRYBA1	4	5	2	3	5	4
NUFIP2	2827	2804	2963	3226	2920	2888
RP11-296K13.4	0	1	1	1	1	1
MIR4523	0	1	2	0	5	0
TAOK1	3043	3258	3092	2965	2827	2779
ABHD15	548	579	576	731	632	552
RP11-68I3.2	0	0	0	1	2	0
TP53I13	1008	1128	1085	1025	926	937
GIT1	2213	2098	2127	2325	1853	1853
ANKRD13B	654	564	740	494	469	512
RP11-68I3.7	0	0	1	2	2	4
CORO6	195	199	228	298	340	281
SSH2	744	612	773	637	512	634
RP11-68I3.5	3	0	0	3	3	5
RP11-82O19.1	0	2	1	2	3	1
RP11-338L22.2	0	0	0	0	4	0
EFCAB5	12	20	10	14	17	22
AC104984.4	1	0	0	0	0	0
RP11-1148O4.2	1	2	1	0	0	2
NSRP1	440	498	464	481	529	456
RP11-354P11.3	3	1	1	0	0	0
RP11-354P11.8	0	0	0	1	0	1
SLC6A4	12	12	10	9	9	19
RP11-354P11.4	2	0	0	1	1	1
RP11-354P11.2	0	1	1	1	0	1
BLMH	1123	1050	1157	1136	897	944
TMIGD1	2	3	1	4	6	3
CPD	3057	3585	3176	2749	2608	2497
GOSR1	1375	1266	1360	1443	1201	1254
RP11-218M11.3	3	0	1	1	1	2
TBC1D29	5	2	4	4	5	3
RP11-218M11.1	1	1	0	1	2	0
CTD-2349P21.6	2	7	1	3	2	4
CTD-2349P21.5	2	7	2	3	3	2
CRLF3	508	578	545	573	467	546
CTD-2349P21.9	9	10	8	10	4	7
ATAD5	303	342	322	279	262	264
CTD-2349P21.11	0	0	0	1	0	0
RP13-753N3.1	1	0	0	1	2	4
TEFM	174	182	216	230	177	190
ADAP2	24	24	14	23	25	21
AC091177.1	0	1	0	3	0	1
RP11-848P1.3	1	0	1	1	0	0
RNF135	476	440	449	434	379	388
RP11-848P1.4	1	3	2	5	2	6
RP11-848P1.5	1	6	9	5	4	5
NF1	2601	2970	2630	2695	2405	2346
OMG	9	6	10	7	8	4
EVI2B	2	3	2	2	3	2
CTD-2370N5.3	0	1	0	0	1	1
EVI2A	4	3	3	1	2	3
RAB11FIP4	89	157	67	138	170	69
AC003101.1	0	0	0	2	2	4
RP1-41C23.1	0	2	2	0	5	2
RP11-805L22.3	0	1	1	2	0	3
CTC-542B22.1	0	1	0	0	0	1
COPRS	1106	1048	1222	924	744	782
UTP6	1522	1421	1506	1379	1228	1226
CTC-542B22.2	9	9	11	7	6	8
SUZ12	1469	1566	1585	1463	1290	1339
LRRC37B	160	166	169	139	158	123
AC090616.2	3	1	1	2	5	3
RHOT1	747	930	764	740	760	642
AC116407.2	9	2	12	6	4	7
RHBDL3	28	29	36	33	44	33
RP11-443G13.2	2	2	3	0	0	5
C17orf75	312	406	366	322	335	310
RP11-227G15.2	2	2	2	2	3	4
ZNF207	3792	3609	3786	3927	3432	3713
RP11-227G15.8	3	2	0	1	1	0
RP11-227G15.9	0	5	3	1	3	3
PSMD11	3735	3461	3823	3577	3005	3225
CDK5R1	186	202	194	202	156	202
MYO1D	421	551	794	523	477	687
RP11-466A19.1	3	3	7	4	3	4
RP11-466A19.3	0	1	0	0	0	1
RP11-220C2.1	1	0	0	1	2	2
AC084809.2	2	0	1	1	2	3
AC084809.3	2	1	1	2	5	0
TMEM98	91	118	166	107	111	178
SPACA3	3	8	0	3	3	5
ASIC2	15	10	15	33	22	21
RP11-40A13.1	0	1	3	0	1	2
RP11-31I22.4	1	0	0	4	1	1
RP11-31I22.3	4	3	3	1	3	8
RP11-31I22.2	4	2	1	0	2	0
RP11-118G23.2	0	1	0	0	0	0
RP11-118G23.1	1	1	0	0	1	0
RP11-17M24.2	0	0	0	0	2	2
CTC-304I17.2	1	1	0	1	1	1
CTC-304I17.5	1	0	2	2	0	1
RP11-215E13.1	1	2	2	4	3	2
RP11-215E13.2	0	2	2	0	3	0
AC005549.3	1	0	0	0	0	1
CCL2	821	684	539	1276	1055	888
CCL7	0	0	2	2	0	0
